name,tpye10_T1.G.1_T1.G.1_gap2,tpye10_T1.G.1_T1.G.2_gap2,tpye10_T1.G.2_T1.G.1_gap2,tpye10_T1.G.2_T1.G.2_gap2,target
CPP_negative_1026,2.0,2.0,2.0,2.0,0
CPP_negative_1027,1.0,4.0,2.0,2.0,0
CPP_negative_1028,0.0,1.0,1.0,7.0,0
CPP_negative_1029,0.0,0.0,3.0,6.0,0
CPP_negative_1030,1.0,1.0,4.0,4.0,0
CPP_negative_1031,0.0,2.0,2.0,6.0,0
CPP_negative_1032,0.0,0.0,2.0,4.0,0
CPP_negative_1033,0.0,1.0,1.0,2.0,0
CPP_negative_1034,0.0,2.0,2.0,1.0,0
CPP_negative_1035,0.0,3.0,1.0,2.0,0
CPP_negative_1036,0.0,3.0,0.0,2.0,0
CPP_negative_1037,0.0,2.0,1.0,2.0,0
CPP_negative_1038,0.0,3.0,1.0,1.0,0
CPP_negative_1039,2.0,1.0,0.0,6.0,0
CPP_negative_1040,2.0,2.0,3.0,4.0,0
CPP_negative_1041,1.0,0.0,1.0,0.0,0
CPP_negative_1042,1.0,5.0,1.0,2.0,0
CPP_negative_1043,2.0,4.0,0.0,3.0,0
CPP_negative_1044,1.0,2.0,1.0,1.0,0
CPP_negative_1045,0.0,0.0,2.0,1.0,0
CPP_negative_1046,1.0,0.0,2.0,4.0,0
CPP_negative_1047,0.0,0.0,2.0,3.0,0
CPP_negative_1048,1.0,2.0,2.0,5.0,0
CPP_negative_1049,2.0,1.0,1.0,3.0,0
CPP_negative_1050,3.0,1.0,0.0,1.0,0
CPP_negative_1051,1.0,0.0,4.0,2.0,0
CPP_negative_1052,0.0,2.0,0.0,2.0,0
CPP_negative_1053,0.0,1.0,2.0,1.0,0
CPP_negative_1054,0.0,1.0,3.0,2.0,0
CPP_negative_1055,3.0,1.0,1.0,6.0,0
CPP_negative_1056,4.0,2.0,4.0,1.0,0
CPP_negative_1057,1.0,0.0,1.0,2.0,0
CPP_negative_1058,0.0,1.0,0.0,1.0,0
CPP_negative_1059,0.0,0.0,0.0,2.0,0
CPP_negative_1060,0.0,0.0,0.0,6.0,0
CPP_negative_1061,1.0,2.0,0.0,1.0,0
CPP_negative_1062,1.0,1.0,3.0,3.0,0
CPP_negative_1063,1.0,1.0,1.0,1.0,0
CPP_negative_1064,1.0,1.0,1.0,1.0,0
CPP_negative_1065,0.0,2.0,2.0,7.0,0
CPP_negative_1066,1.0,0.0,1.0,0.0,0
CPP_negative_1067,0.0,2.0,3.0,1.0,0
CPP_negative_1068,1.0,3.0,2.0,7.0,0
CPP_negative_1069,0.0,4.0,3.0,2.0,0
CPP_negative_1070,3.0,1.0,3.0,2.0,0
CPP_negative_1071,1.0,1.0,0.0,2.0,0
CPP_negative_1072,1.0,0.0,2.0,1.0,0
CPP_negative_1073,0.0,1.0,1.0,2.0,0
CPP_negative_1074,1.0,0.0,6.0,2.0,0
CPP_negative_1075,3.0,1.0,1.0,1.0,0
CPP_negative_1076,0.0,1.0,0.0,3.0,0
CPP_negative_1077,1.0,0.0,2.0,3.0,0
CPP_negative_1078,0.0,0.0,1.0,2.0,0
CPP_negative_1079,0.0,0.0,1.0,4.0,0
CPP_negative_1080,1.0,2.0,2.0,2.0,0
CPP_negative_1081,0.0,1.0,1.0,3.0,0
CPP_negative_1082,1.0,5.0,2.0,0.0,0
CPP_negative_1083,1.0,2.0,1.0,4.0,0
CPP_negative_1084,0.0,3.0,3.0,3.0,0
CPP_negative_1085,0.0,2.0,2.0,2.0,0
CPP_negative_1086,0.0,1.0,0.0,5.0,0
CPP_negative_1087,0.0,0.0,4.0,3.0,0
CPP_negative_1088,1.0,1.0,1.0,3.0,0
CPP_negative_1089,1.0,0.0,2.0,1.0,0
CPP_negative_1090,0.0,1.0,3.0,1.0,0
CPP_negative_1091,0.0,3.0,0.0,3.0,0
CPP_negative_1092,1.0,2.0,0.0,4.0,0
CPP_negative_1093,0.0,2.0,3.0,1.0,0
CPP_negative_1094,1.0,1.0,1.0,3.0,0
CPP_negative_1095,0.0,1.0,0.0,6.0,0
CPP_negative_1096,0.0,0.0,3.0,3.0,0
CPP_negative_1097,1.0,0.0,2.0,2.0,0
CPP_negative_1098,0.0,1.0,1.0,3.0,0
CPP_negative_1099,1.0,2.0,1.0,2.0,0
CPP_negative_1100,0.0,0.0,0.0,10.0,0
CPP_negative_1101,2.0,2.0,1.0,0.0,0
CPP_negative_1102,0.0,0.0,1.0,1.0,0
CPP_negative_1103,1.0,2.0,5.0,4.0,0
CPP_negative_1104,3.0,1.0,1.0,1.0,0
CPP_negative_1105,1.0,2.0,1.0,1.0,0
CPP_negative_1106,0.0,1.0,1.0,3.0,0
CPP_negative_1107,1.0,0.0,4.0,2.0,0
CPP_negative_1108,1.0,3.0,3.0,3.0,0
CPP_negative_1109,2.0,2.0,1.0,5.0,0
CPP_negative_1110,1.0,1.0,2.0,1.0,0
CPP_negative_1111,0.0,0.0,2.0,7.0,0
CPP_negative_1112,3.0,1.0,2.0,2.0,0
CPP_negative_1113,1.0,2.0,1.0,5.0,0
CPP_negative_1114,0.0,3.0,2.0,5.0,0
CPP_negative_1115,1.0,0.0,4.0,1.0,0
CPP_negative_1116,2.0,2.0,1.0,4.0,0
CPP_negative_1117,0.0,1.0,3.0,4.0,0
CPP_negative_1118,0.0,2.0,0.0,4.0,0
CPP_negative_1119,0.0,3.0,1.0,1.0,0
CPP_negative_1120,1.0,0.0,0.0,4.0,0
CPP_negative_1121,0.0,1.0,5.0,1.0,0
CPP_negative_1122,0.0,5.0,2.0,3.0,0
CPP_negative_1123,0.0,4.0,2.0,1.0,0
CPP_negative_1124,0.0,0.0,0.0,6.0,0
CPP_negative_1125,0.0,1.0,3.0,1.0,0
CPP_negative_1126,2.0,1.0,0.0,2.0,0
CPP_negative_1127,0.0,1.0,2.0,3.0,0
CPP_negative_1128,2.0,3.0,2.0,4.0,0
CPP_negative_1129,1.0,1.0,1.0,1.0,0
CPP_negative_1130,0.0,1.0,2.0,5.0,0
CPP_negative_1131,0.0,1.0,2.0,2.0,0
CPP_negative_1132,2.0,3.0,0.0,6.0,0
CPP_negative_1133,0.0,0.0,1.0,6.0,0
CPP_negative_1134,3.0,1.0,2.0,5.0,0
CPP_negative_1135,0.0,1.0,1.0,2.0,0
CPP_negative_1136,0.0,1.0,3.0,2.0,0
CPP_negative_1137,2.0,0.0,2.0,1.0,0
CPP_negative_1138,1.0,2.0,2.0,1.0,0
CPP_negative_1139,1.0,2.0,1.0,1.0,0
CPP_negative_1140,2.0,2.0,0.0,3.0,0
CPP_negative_1141,1.0,2.0,1.0,1.0,0
CPP_negative_1142,1.0,2.0,2.0,1.0,0
CPP_negative_1143,1.0,1.0,2.0,2.0,0
CPP_negative_1144,1.0,2.0,5.0,1.0,0
CPP_negative_1145,1.0,1.0,3.0,0.0,0
CPP_negative_1146,3.0,3.0,1.0,4.0,0
CPP_negative_1147,2.0,3.0,4.0,11.0,0
